Threshold,Cost mean,Cost Std,TC mean,TC std,Loss mean,Loss Std,Recall mean,Recall Std,Precision mean,Precision Std
0.5,3.89,0.253,3.89,0.253,0.051,0.021,0.972,0.025,0.931,0.031
0.8,5.566,1.003,5.566,1.003,0.154,0.032,0.696,0.064,0.993,0.015
0.85,5.058,0.821,5.058,0.821,0.215,0.037,0.575,0.075,0.993,0.013
0.9,4.589,0.592,4.589,0.592,0.277,0.027,0.452,0.054,0.99,0.018
0.95,3.769,0.39,3.769,0.39,0.285,0.034,0.432,0.069,0.995,0.014
