Threshold,Cost mean,Cost Std,TC mean,TC std,Loss mean,Loss Std,Recall mean,Recall Std,Precision mean,Precision Std
0.5,30.0,0.0,30.0,0.0,0.114,0.009,0.841,0.018,0.924,0.012
0.6,30.0,0.0,30.0,0.0,0.113,0.01,0.843,0.016,0.925,0.011
0.7,40.226,0.641,40.226,0.641,0.056,0.008,0.945,0.012,0.943,0.01
0.8,39.518,0.431,39.518,0.431,0.122,0.01,0.982,0.007,0.813,0.012
0.9,30.002,0.005,30.002,0.005,0.213,0.012,0.986,0.005,0.706,0.012
