Threshold,CrowdCost,CrowdCost Std,TC,TC std,Loss,Loss Std,Recall,Recall Std,Precision,Precision Std
0.5,3.0,0.0,3.0,0.0,0.027600000000000003,0.01335065541462291,0.9723999999999998,0.01335065541462292,1.0,0.0
