Threshold,Cost mean,Cost Std,TC mean,TC std,Loss mean,Loss Std,Recall mean,Recall Std,Precision mean,Precision Std
0.5,150.0,0.0,150.0,0.0,0.854,0.062,0.836,0.012,0.926,0.013
0.6,150.0,0.0,150.0,0.0,0.84,0.052,0.839,0.011,0.927,0.007
0.7,189.255,2.526,189.255,2.526,0.304,0.039,0.947,0.007,0.925,0.011
0.8,179.265,1.704,179.265,1.704,0.226,0.025,0.985,0.004,0.766,0.016
0.9,150.295,0.082,150.295,0.082,0.289,0.025,0.983,0.005,0.708,0.01
