Threshold,Cost mean,Cost Std,TC mean,TC std,Loss mean,Loss Std,Recall mean,Recall Std,Precision mean,Precision Std
0.5,150.0,0.0,150.0,0.0,0.885,0.097,0.839,0.019,0.84,0.015
0.6,150.0,0.0,150.0,0.0,0.852,0.086,0.845,0.017,0.845,0.013
0.7,204.967,2.483,204.967,2.483,0.353,0.054,0.947,0.01,0.841,0.015
0.8,187.282,1.569,187.282,1.569,0.321,0.034,0.983,0.006,0.677,0.01
0.9,150.0,0.0,150.0,0.0,0.371,0.029,0.984,0.005,0.63,0.01
