worker_tests,worker_tests,lr,loss_mean,loss_std,price_mean,price_std,algorithm,recall,recall_std,precision,precision_std,f_beta,f_beta_std,baseround_items,total_items,theta,filters_num
5,5,5,0.53014,0.02043135825147217,1.07,0.0,Crowd-Ensemble,0.020768862972443184,0.004752971419843509,0.51,0.11747340124470732,0.024721074870272183,0.005657242084520024,20,1000,0.3,1
