worker_tests,worker_tests,lr,loss_mean,loss_std,price_mean,price_std,algorithm,recall,recall_std,precision,precision_std,f_beta,f_beta_std,baseround_items,total_items,theta,filters_num
5,5,5,0.53014,0.02043135825147217,1.07,0.0,Crowd-Ensemble,0.020768862972443184,0.004752971419843509,0.51,0.11747340124470732,0.024721074870272183,0.005657242084520024,20,1000,0.3,1
5,5,5,0.5417804058590174,0.019635103395754586,1.0456805004577359,0.02431949954226431,Crowd-Ensemble,0.013404523456013,0.008155978292016213,0.5235,0.12256732843625172,0.015976511413054652,0.009689706901859841,20,3277,0.3,1
