Threshold,Cost mean,Cost Std,TC mean,TC std,Loss mean,Loss Std,Recall mean,Recall Std,Precision mean,Precision Std
0.5,150.0,0.0,150.0,0.0,0.161,0.013,0.85,0.115,0.053,0.008
