Threshold,Cost mean,Cost Std,TC mean,TC std,Loss mean,Loss Std,Recall mean,Recall Std,Precision mean,Precision Std
0.5,23.586,0.122,23.586,0.122,0.146,0.01,0.845,0.011,0.991,0.004
0.6,23.627,0.162,23.627,0.162,0.142,0.013,0.851,0.013,0.99,0.004
0.7,23.671,0.119,23.671,0.119,0.088,0.009,0.937,0.008,0.964,0.003
0.8,23.685,0.168,23.685,0.168,0.093,0.004,0.931,0.006,0.964,0.003
0.9,23.679,0.175,23.679,0.175,0.088,0.011,0.934,0.01,0.966,0.006
