Threshold,Cost mean,Cost Std,TC mean,TC std,Loss mean,Loss Std,Recall mean,Recall Std,Precision mean,Precision Std
0.5,30.0,0.0,30.0,0.0,0.143,0.01,0.848,0.011,0.992,0.003
0.6,30.0,0.0,30.0,0.0,0.147,0.014,0.844,0.015,0.991,0.002
0.7,40.745,0.513,40.745,0.513,0.053,0.007,0.948,0.008,0.993,0.003
0.8,37.807,0.211,37.807,0.211,0.039,0.006,0.986,0.004,0.971,0.005
0.9,30.326,0.098,30.326,0.098,0.054,0.005,0.985,0.004,0.957,0.005
