Threshold,Cost mean,Cost Std,TC mean,TC std,Loss mean,Loss Std,Recall mean,Recall Std,Precision mean,Precision Std
0.5,150.0,0.0,150.0,0.0,0.832,0.079,0.841,0.015,0.917,0.012
0.6,150.0,0.0,150.0,0.0,0.778,0.064,0.851,0.012,0.927,0.012
0.7,150.0,0.0,150.0,0.0,0.278,0.038,0.985,0.007,0.707,0.011
0.8,150.0,0.0,150.0,0.0,0.274,0.027,0.985,0.005,0.71,0.008
0.9,150.0,0.0,150.0,0.0,0.282,0.033,0.986,0.006,0.701,0.01
