Threshold,Cost mean,Cost Std,TC mean,TC std,Loss mean,Loss Std,Recall mean,Recall Std,Precision mean,Precision Std
0.5,150.0,0.0,150.0,0.0,0.471,0.05,0.843,0.019,0.842,0.014
0.6,150.0,0.0,150.0,0.0,0.472,0.042,0.842,0.016,0.847,0.013
0.7,205.18,2.322,205.18,2.322,0.225,0.031,0.946,0.012,0.84,0.016
0.8,187.088,1.816,187.088,1.816,0.271,0.021,0.984,0.007,0.68,0.013
0.9,150.0,0.0,150.0,0.0,0.327,0.02,0.985,0.006,0.631,0.009
