Threshold,Cost mean,Cost Std,TC mean,TC std,Loss mean,Loss Std,Recall mean,Recall Std,Precision mean,Precision Std
0.5,30.0,0.0,30.0,0.0,0.068,0.004,0.91,0.083,0.119,0.01
0.6,30.0,0.0,30.0,0.0,0.068,0.008,0.85,0.128,0.113,0.018
0.7,36.996,0.227,36.996,0.227,0.066,0.008,0.92,0.06,0.125,0.018
0.8,36.576,0.315,36.576,0.315,0.266,0.014,0.99,0.03,0.036,0.002
0.9,30.211,0.065,30.211,0.065,0.396,0.01,0.98,0.04,0.024,0.001
