Threshold,Cost mean,Cost Std,TC mean,TC std,Loss mean,Loss Std,Recall mean,Recall Std,Precision mean,Precision Std
0.5,30.0,0.0,30.0,0.0,0.463,0.042,0.846,0.017,0.846,0.014
0.6,30.0,0.0,30.0,0.0,0.465,0.039,0.845,0.015,0.845,0.013
0.7,42.819,0.595,42.819,0.595,0.224,0.026,0.944,0.009,0.848,0.013
0.8,40.621,0.409,40.621,0.409,0.251,0.019,0.982,0.006,0.704,0.012
0.9,30.003,0.006,30.003,0.006,0.328,0.02,0.985,0.006,0.63,0.01
