Threshold,Cost mean,Cost Std,TC mean,TC std,Loss mean,Loss Std,Recall mean,Recall Std,Precision mean,Precision Std
0.5,120.0,0.0,120.0,0.0,0.109,0.01,0.845,0.016,0.93,0.012
0.6,120.0,0.0,120.0,0.0,0.112,0.01,0.843,0.016,0.926,0.013
0.7,152.348,1.094,152.348,1.094,0.062,0.007,0.951,0.01,0.928,0.007
0.8,145.064,1.238,145.064,1.238,0.162,0.011,0.979,0.008,0.764,0.012
0.9,120.296,0.098,120.296,0.098,0.213,0.013,0.986,0.006,0.705,0.012
