loss_ratio,cost_ratio,class_fn,decision_fn,data_bal,threshold,cost,cost_std,loss,loss_std,recall,recall_std,precision,precision_std
5,0.1,majority_voting,decision_function_mv,0.5,0.5,300.0,0.0,0.486,0.045,0.837,0.018,0.844,0.014
5,0.1,majority_voting,decision_function_mv,0.5,0.6,300.0,0.0,0.462,0.034,0.846,0.014,0.847,0.009
5,0.1,majority_voting,decision_function_mv,0.5,0.7,352.247,2.025,0.385,0.038,0.877,0.015,0.85,0.013
5,0.1,majority_voting,decision_function_mv,0.5,0.8,399.12,4.57,0.345,0.037,0.903,0.015,0.82,0.012
5,0.1,majority_voting,decision_function_mv,0.5,0.9,413.352,4.84,0.333,0.028,0.921,0.01,0.787,0.013
5,0.05,majority_voting,decision_function_mv,0.5,0.5,150.0,0.0,0.465,0.039,0.845,0.015,0.844,0.013
5,0.05,majority_voting,decision_function_mv,0.5,0.6,150.0,0.0,0.471,0.038,0.843,0.015,0.844,0.011
5,0.05,majority_voting,decision_function_mv,0.5,0.7,186.866,2.563,0.381,0.036,0.878,0.013,0.853,0.014
5,0.05,majority_voting,decision_function_mv,0.5,0.8,230.943,3.155,0.331,0.03,0.905,0.012,0.832,0.012
5,0.05,majority_voting,decision_function_mv,0.5,0.9,241.167,4.176,0.327,0.029,0.92,0.011,0.796,0.012
5,0.1,majority_voting,decision_function_mv,0.3,0.5,300.0,0.0,0.341,0.029,0.845,0.018,0.7,0.017
5,0.1,majority_voting,decision_function_mv,0.3,0.6,300.0,0.0,0.346,0.03,0.842,0.02,0.7,0.018
5,0.1,majority_voting,decision_function_mv,0.3,0.7,352.685,3.1,0.295,0.03,0.878,0.019,0.702,0.019
5,0.1,majority_voting,decision_function_mv,0.3,0.8,399.985,4.033,0.289,0.024,0.903,0.014,0.666,0.017
5,0.1,majority_voting,decision_function_mv,0.3,0.9,413.002,4.605,0.31,0.024,0.92,0.013,0.619,0.015
5,0.05,majority_voting,decision_function_mv,0.3,0.5,150.0,0.0,0.345,0.031,0.845,0.02,0.694,0.019
5,0.05,majority_voting,decision_function_mv,0.3,0.6,150.0,0.0,0.344,0.032,0.843,0.021,0.699,0.017
5,0.05,majority_voting,decision_function_mv,0.3,0.7,187.388,2.3,0.292,0.025,0.875,0.015,0.715,0.018
5,0.05,majority_voting,decision_function_mv,0.3,0.8,231.046,4.621,0.274,0.027,0.905,0.016,0.683,0.02
5,0.05,majority_voting,decision_function_mv,0.3,0.9,240.806,3.667,0.299,0.024,0.92,0.014,0.634,0.015
5,0.1,majority_voting,decision_function_mv,0.1,0.5,300.0,0.0,0.214,0.017,0.847,0.035,0.381,0.015
5,0.1,majority_voting,decision_function_mv,0.1,0.6,300.0,0.0,0.221,0.019,0.84,0.032,0.374,0.018
5,0.1,majority_voting,decision_function_mv,0.1,0.7,351.595,2.588,0.205,0.019,0.877,0.028,0.38,0.021
5,0.1,majority_voting,decision_function_mv,0.1,0.8,399.148,3.758,0.234,0.018,0.902,0.024,0.346,0.018
5,0.1,majority_voting,decision_function_mv,0.1,0.9,412.936,4.374,0.284,0.018,0.921,0.022,0.312,0.015
5,0.05,majority_voting,decision_function_mv,0.1,0.5,150.0,0.0,0.219,0.021,0.843,0.035,0.376,0.022
5,0.05,majority_voting,decision_function_mv,0.1,0.6,150.0,0.0,0.222,0.02,0.838,0.035,0.374,0.02
5,0.05,majority_voting,decision_function_mv,0.1,0.7,186.433,2.456,0.197,0.02,0.875,0.031,0.395,0.023
5,0.05,majority_voting,decision_function_mv,0.1,0.8,231.333,3.894,0.214,0.017,0.908,0.024,0.365,0.018
5,0.05,majority_voting,decision_function_mv,0.1,0.9,241.842,4.547,0.268,0.016,0.921,0.021,0.327,0.016
5,0.1,truth_finder_single,decision_function_mv,0.5,0.5,300.0,0.0,0.465,0.042,0.845,0.016,0.847,0.014
5,0.1,truth_finder_single,decision_function_mv,0.5,0.6,300.0,0.0,0.474,0.035,0.842,0.014,0.844,0.014
5,0.1,truth_finder_single,decision_function_mv,0.5,0.7,300.0,0.0,0.469,0.037,0.844,0.014,0.844,0.013
5,0.1,truth_finder_single,decision_function_mv,0.5,0.8,300.0,0.0,0.467,0.039,0.844,0.015,0.844,0.012
5,0.1,truth_finder_single,decision_function_mv,0.5,0.9,300.0,0.0,0.468,0.041,0.844,0.016,0.844,0.013
5,0.05,truth_finder_single,decision_function_mv,0.5,0.5,150.0,0.0,0.47,0.045,0.842,0.018,0.846,0.012
5,0.05,truth_finder_single,decision_function_mv,0.5,0.6,150.0,0.0,0.475,0.038,0.841,0.015,0.844,0.012
5,0.05,truth_finder_single,decision_function_mv,0.5,0.7,150.0,0.0,0.465,0.036,0.846,0.014,0.843,0.013
5,0.05,truth_finder_single,decision_function_mv,0.5,0.8,150.0,0.0,0.47,0.041,0.844,0.016,0.842,0.012
5,0.05,truth_finder_single,decision_function_mv,0.5,0.9,150.0,0.0,0.469,0.041,0.844,0.016,0.843,0.012
5,0.1,truth_finder_single,decision_function_mv,0.3,0.5,300.0,0.0,0.344,0.03,0.845,0.02,0.697,0.016
5,0.1,truth_finder_single,decision_function_mv,0.3,0.6,300.0,0.0,0.339,0.033,0.846,0.021,0.7,0.02
5,0.1,truth_finder_single,decision_function_mv,0.3,0.7,300.0,0.0,0.341,0.029,0.844,0.019,0.702,0.02
5,0.1,truth_finder_single,decision_function_mv,0.3,0.8,300.0,0.0,0.343,0.028,0.844,0.019,0.699,0.018
5,0.1,truth_finder_single,decision_function_mv,0.3,0.9,300.0,0.0,0.344,0.03,0.844,0.02,0.696,0.017
5,0.05,truth_finder_single,decision_function_mv,0.3,0.5,150.0,0.0,0.34,0.028,0.847,0.017,0.697,0.02
5,0.05,truth_finder_single,decision_function_mv,0.3,0.6,150.0,0.0,0.348,0.032,0.841,0.02,0.698,0.02
5,0.05,truth_finder_single,decision_function_mv,0.3,0.7,150.0,0.0,0.344,0.033,0.844,0.021,0.697,0.019
5,0.05,truth_finder_single,decision_function_mv,0.3,0.8,150.0,0.0,0.349,0.032,0.84,0.02,0.698,0.019
5,0.05,truth_finder_single,decision_function_mv,0.3,0.9,150.0,0.0,0.345,0.031,0.843,0.019,0.699,0.02
5,0.1,truth_finder_single,decision_function_mv,0.1,0.5,300.0,0.0,0.215,0.021,0.852,0.029,0.377,0.022
5,0.1,truth_finder_single,decision_function_mv,0.1,0.6,300.0,0.0,0.218,0.02,0.844,0.033,0.378,0.021
5,0.1,truth_finder_single,decision_function_mv,0.1,0.7,300.0,0.0,0.221,0.02,0.84,0.033,0.374,0.021
5,0.1,truth_finder_single,decision_function_mv,0.1,0.8,300.0,0.0,0.219,0.02,0.844,0.033,0.375,0.021
5,0.1,truth_finder_single,decision_function_mv,0.1,0.9,300.0,0.0,0.217,0.019,0.847,0.031,0.377,0.019
5,0.05,truth_finder_single,decision_function_mv,0.1,0.5,150.0,0.0,0.224,0.021,0.837,0.033,0.37,0.02
5,0.05,truth_finder_single,decision_function_mv,0.1,0.6,150.0,0.0,0.221,0.019,0.842,0.032,0.373,0.02
5,0.05,truth_finder_single,decision_function_mv,0.1,0.7,150.0,0.0,0.216,0.019,0.848,0.033,0.377,0.019
5,0.05,truth_finder_single,decision_function_mv,0.1,0.8,150.0,0.0,0.218,0.019,0.845,0.03,0.377,0.021
5,0.05,truth_finder_single,decision_function_mv,0.1,0.9,150.0,0.0,0.218,0.02,0.845,0.034,0.377,0.02
