Threshold,Cost mean,Cost Std,TC mean,TC std,Loss mean,Loss Std,Recall mean,Recall Std,Precision mean,Precision Std
0.5,23.212,0.149,23.212,0.149,0.113,0.01,0.843,0.016,0.926,0.014
0.6,23.208,0.134,23.208,0.134,0.112,0.008,0.844,0.015,0.925,0.01
0.7,23.235,0.154,23.235,0.154,0.179,0.012,0.937,0.011,0.76,0.014
0.8,23.194,0.155,23.194,0.155,0.177,0.012,0.935,0.009,0.764,0.014
0.9,23.172,0.167,23.172,0.167,0.177,0.014,0.935,0.01,0.764,0.015
