Threshold,Cost mean,Cost Std,TC mean,TC std,Loss mean,Loss Std,Recall mean,Recall Std,Precision mean,Precision Std
0.5,60.0,0.0,60.0,0.0,0.113,0.008,0.84,0.012,0.927,0.011
0.6,60.0,0.0,60.0,0.0,0.112,0.009,0.842,0.016,0.928,0.009
0.7,77.83,1.029,77.83,1.029,0.06,0.007,0.952,0.009,0.931,0.008
0.8,73.96,0.602,73.96,0.602,0.147,0.013,0.98,0.006,0.781,0.014
0.9,60.446,0.099,60.446,0.099,0.209,0.009,0.986,0.005,0.709,0.009
