Threshold,Cost mean,Cost Std,TC mean,TC std,Loss mean,Loss Std,Recall mean,Recall Std,Precision mean,Precision Std
0.5,23.077,0.094,23.077,0.094,0.111,0.011,0.847,0.017,0.925,0.012
0.6,23.241,0.089,23.241,0.089,0.109,0.01,0.85,0.013,0.927,0.01
0.7,23.251,0.165,23.251,0.165,0.177,0.015,0.942,0.009,0.761,0.016
0.8,23.217,0.107,23.217,0.107,0.181,0.012,0.941,0.008,0.757,0.014
0.9,23.228,0.176,23.228,0.176,0.188,0.012,0.931,0.005,0.752,0.015
