Threshold,Cost mean,Cost Std,TC mean,TC std,Loss mean,Loss Std,Recall mean,Recall Std,Precision mean,Precision Std
0.5,300.0,0.0,300.0,0.0,0.113,0.011,0.836,0.016,0.93,0.01
0.6,300.0,0.0,300.0,0.0,0.111,0.011,0.846,0.017,0.925,0.011
0.7,375.37,5.611,375.37,5.611,0.07,0.007,0.949,0.007,0.914,0.009
0.8,345.48,4.313,345.48,4.313,0.17,0.011,0.982,0.01,0.753,0.011
0.9,300.01,0.03,300.01,0.03,0.202,0.016,0.984,0.005,0.717,0.016
