Threshold,Cost mean,Cost Std,TC mean,TC std,Loss mean,Loss Std,Recall mean,Recall Std,Precision mean,Precision Std
0.5,150.0,0.0,150.0,0.0,0.476,0.052,0.841,0.02,0.843,0.016
0.6,150.0,0.0,150.0,0.0,0.469,0.043,0.844,0.017,0.844,0.014
0.7,230.178,4.739,230.178,4.739,0.215,0.026,0.948,0.01,0.848,0.015
0.8,237.895,4.711,237.895,4.711,0.263,0.016,0.982,0.005,0.692,0.01
0.9,172.94,2.657,172.94,2.657,0.325,0.022,0.985,0.007,0.632,0.011
