Threshold,Cost mean,Cost Std,TC mean,TC std,Loss mean,Loss Std,Recall mean,Recall Std,Precision mean,Precision Std
0.5,118.487,0.755,118.487,0.755,0.709,0.059,0.846,0.013,0.982,0.004
