Threshold,Cost mean,Cost Std,TC mean,TC std,Loss mean,Loss Std,Recall mean,Recall Std,Precision mean,Precision Std
0.5,150.0,0.0,150.0,0.0,0.717,0.062,0.844,0.014,0.979,0.005
0.6,150.0,0.0,150.0,0.0,0.714,0.06,0.845,0.013,0.98,0.004
0.7,205.502,2.535,205.502,2.535,0.27,0.043,0.944,0.009,0.98,0.004
0.8,186.539,2.022,186.539,2.022,0.128,0.022,0.982,0.005,0.951,0.005
0.9,150.0,0.0,150.0,0.0,0.13,0.019,0.984,0.004,0.94,0.005
