Threshold,Cost mean,Cost Std,TC mean,TC std,Loss mean,Loss Std,Recall mean,Recall Std,Precision mean,Precision Std
0.5,270.0,0.0,270.0,0.0,0.112,0.006,0.845,0.015,0.925,0.014
0.6,270.0,0.0,270.0,0.0,0.115,0.009,0.837,0.011,0.926,0.012
0.7,334.935,2.211,334.935,2.211,0.077,0.008,0.943,0.008,0.906,0.011
0.8,305.172,1.555,305.172,1.555,0.175,0.014,0.982,0.004,0.747,0.015
0.9,270.0,0.0,270.0,0.0,0.215,0.012,0.982,0.008,0.705,0.011
