Threshold,Cost mean,Cost Std,TC mean,TC std,Loss mean,Loss Std,Recall mean,Recall Std,Precision mean,Precision Std
0.5,30.0,0.0,30.0,0.0,0.114,0.012,0.844,0.024,0.923,0.009
0.6,30.0,0.0,30.0,0.0,0.112,0.007,0.847,0.015,0.924,0.007
0.7,39.091,0.369,39.091,0.369,0.055,0.008,0.95,0.014,0.94,0.008
0.8,37.379,0.314,37.379,0.314,0.148,0.01,0.982,0.004,0.78,0.013
0.9,30.302,0.074,30.302,0.074,0.21,0.01,0.984,0.006,0.71,0.01
