Threshold,Cost mean,Cost Std,TC mean,TC std,Loss mean,Loss Std,Recall mean,Recall Std,Precision mean,Precision Std
0.5,150.0,0.0,150.0,0.0,0.116,0.008,0.836,0.01,0.924,0.01
0.6,150.0,0.0,150.0,0.0,0.114,0.008,0.843,0.014,0.923,0.011
0.7,150.0,0.0,150.0,0.0,0.214,0.015,0.984,0.006,0.706,0.016
0.8,150.0,0.0,150.0,0.0,0.205,0.008,0.986,0.005,0.714,0.008
0.9,150.0,0.0,150.0,0.0,0.211,0.013,0.987,0.002,0.708,0.013
