Threshold,Cost mean,Cost Std,TC mean,TC std,Loss mean,Loss Std,Recall mean,Recall Std,Precision mean,Precision Std
0.5,116.345,0.796,116.345,0.796,0.11,0.012,0.849,0.016,0.924,0.015
0.6,115.765,0.496,115.765,0.496,0.114,0.011,0.844,0.022,0.921,0.009
0.7,116.165,0.69,116.165,0.69,0.178,0.012,0.938,0.014,0.762,0.014
0.8,115.885,0.656,115.885,0.656,0.181,0.015,0.937,0.014,0.759,0.014
0.9,116.35,0.645,116.35,0.645,0.185,0.012,0.939,0.009,0.753,0.014
