Threshold,Cost mean,Cost Std,TC mean,TC std,Loss mean,Loss Std,Recall mean,Recall Std,Precision mean,Precision Std
0.5,150.0,0.0,150.0,0.0,0.113,0.011,0.843,0.016,0.925,0.013
0.6,150.0,0.0,150.0,0.0,0.117,0.011,0.838,0.011,0.92,0.017
0.7,189.26,1.665,189.26,1.665,0.069,0.005,0.945,0.007,0.919,0.008
0.8,179.72,0.947,179.72,0.947,0.157,0.016,0.982,0.005,0.768,0.018
0.9,150.23,0.169,150.23,0.169,0.211,0.005,0.986,0.006,0.708,0.006
