worker_tests,worker_tests,lr,loss_mean,loss_std,price_mean,price_std,algorithm,recall,recall_std,precision,precision_std,f_beta,f_beta_std,baseround_items,total_items,theta,filters_num
5,5,5,0.079,0.0,7.08,0.0,Crowd-Ensemble,0.9586894586894587,0.0,0.9853587115666179,0.0,0.963033627474362,0.0,20,1000,0.3,4
