Threshold,Cost mean,Cost Std,TC mean,TC std,Loss mean,Loss Std,Recall mean,Recall Std,Precision mean,Precision Std
0.5,115.77,0.84,115.77,0.84,0.768,0.096,0.854,0.019,0.923,0.016
0.6,116.095,0.502,116.095,0.502,0.809,0.071,0.845,0.014,0.921,0.008
0.7,116.16,0.631,116.16,0.631,0.474,0.057,0.935,0.012,0.757,0.01
0.8,116.06,0.578,116.06,0.578,0.44,0.039,0.941,0.007,0.764,0.013
0.9,116.395,0.991,116.395,0.991,0.473,0.047,0.936,0.01,0.756,0.011
