Threshold,Cost mean,Cost Std,TC mean,TC std,Loss mean,Loss Std,Recall mean,Recall Std,Precision mean,Precision Std
0.5,22.702,0.183,22.702,0.183,0.068,0.009,0.83,0.1,0.112,0.016
0.6,22.643,0.174,22.643,0.174,0.07,0.012,0.85,0.12,0.114,0.026
0.7,22.712,0.221,22.712,0.221,0.295,0.019,0.98,0.04,0.032,0.002
0.8,22.665,0.164,22.665,0.164,0.291,0.019,0.92,0.075,0.031,0.004
0.9,22.729,0.123,22.729,0.123,0.295,0.015,0.94,0.08,0.031,0.003
