Threshold,Cost mean,Cost Std,TC mean,TC std,Loss mean,Loss Std,Recall mean,Recall Std,Precision mean,Precision Std
0.5,60.0,0.0,60.0,0.0,0.482,0.04,0.838,0.015,0.843,0.018
0.6,60.0,0.0,60.0,0.0,0.464,0.04,0.846,0.016,0.843,0.013
0.7,83.558,1.151,83.558,1.151,0.219,0.027,0.946,0.01,0.849,0.012
0.8,79.786,0.705,79.786,0.705,0.258,0.022,0.982,0.007,0.698,0.013
0.9,60.0,0.003,60.0,0.003,0.328,0.02,0.986,0.005,0.628,0.011
