Threshold,Cost mean,Cost Std,TC mean,TC std,Loss mean,Loss Std,Recall mean,Recall Std,Precision mean,Precision Std
0.5,3.0,0.0,3.0,0.0,0.017,0.014,0.968,0.029,0.998,0.005
0.8,3.0,0.0,3.0,0.0,0.013,0.01,0.976,0.021,0.999,0.005
0.85,3.0,0.0,3.0,0.0,0.018,0.013,0.969,0.025,0.996,0.009
0.9,3.0,0.0,3.0,0.0,0.018,0.013,0.965,0.026,0.998,0.005
0.95,3.0,0.0,3.0,0.0,0.014,0.011,0.974,0.02,0.998,0.007
