Threshold,Cost mean,Cost Std,TC mean,TC std,Loss mean,Loss Std,Recall mean,Recall Std,Precision mean,Precision Std
0.5,23.203,0.166,23.203,0.166,0.112,0.007,0.849,0.015,0.92,0.009
0.6,23.17,0.137,23.17,0.137,0.112,0.008,0.845,0.012,0.926,0.011
0.7,23.226,0.148,23.226,0.148,0.182,0.012,0.935,0.01,0.758,0.014
0.8,23.222,0.082,23.222,0.082,0.184,0.012,0.93,0.014,0.758,0.01
0.9,23.213,0.164,23.213,0.164,0.177,0.009,0.941,0.011,0.761,0.009
