Threshold,Cost mean,Cost Std,TC mean,TC std,Loss mean,Loss Std,Recall mean,Recall Std,Precision mean,Precision Std
0.5,3.83,0.264,211.83,135.449,0.051,0.023,0.978,0.02,0.925,0.035
0.8,5.287,0.886,2025.287,361.582,0.022,0.014,0.959,0.027,0.996,0.009
0.85,5.109,0.809,2843.109,494.37,0.022,0.015,0.96,0.029,0.997,0.008
0.9,4.485,0.633,3978.485,570.748,0.016,0.011,0.972,0.02,0.996,0.009
0.95,3.655,0.374,4619.655,534.268,0.013,0.011,0.976,0.021,0.998,0.007
