Threshold,Cost mean,Cost Std,TC mean,TC std,Loss mean,Loss Std,Recall mean,Recall Std,Precision mean,Precision Std
0.5,90.0,0.0,90.0,0.0,0.11,0.009,0.85,0.012,0.924,0.013
0.6,90.0,0.0,90.0,0.0,0.118,0.01,0.842,0.012,0.916,0.01
0.7,115.377,1.235,115.377,1.235,0.062,0.007,0.948,0.011,0.929,0.009
0.8,108.429,0.83,108.429,0.83,0.148,0.011,0.981,0.005,0.78,0.013
0.9,90.321,0.094,90.321,0.094,0.207,0.009,0.984,0.006,0.712,0.009
